ID_Number,Strain,Sex,Experiment,Volatile_Location,Final_Direction,Time,Date,Replicate
2,Z2,M,WIND_TUNNEL,CONTROL,Bottom,265,4/27/2017,4
37,Z2,F,WIND_TUNNEL,PHEROMONE,Top,74,4/27/2017,4
38,Z2,M,WIND_TUNNEL,PHEROMONE,Top,184,4/27/2017,4
49,Z2,F,WIND_TUNNEL,OIL,Bottom,42,4/27/2017,4
50,Z2,M,WIND_TUNNEL,OIL,Top,217,4/27/2017,4
1,Z2,F,WIND_TUNNEL,CONTROL,Top,300,5/1/2017,5
2,Z2,M,WIND_TUNNEL,CONTROL,Left,164,5/1/2017,5
25,Z2,F,WIND_TUNNEL,OIL,Right,198,5/1/2017,5
26,Z2,M,WIND_TUNNEL,OIL,Top,215,5/1/2017,5
49,Z2,F,WIND_TUNNEL,PHEROMONE,Top,256,5/1/2017,5
50,Z2,M,WIND_TUNNEL,PHEROMONE,Top,196,5/1/2017,5
9,Z2,F,WIND_TUNNEL,CONTROL,Bottom,47,5/11/2017,6
10,Z2,M,WIND_TUNNEL,CONTROL,Top,58,5/11/2017,6
35,Z2,F,WIND_TUNNEL,OIL,Left,58,5/11/2017,6
36,Z2,M,WIND_TUNNEL,OIL,Left,16,5/11/2017,6
67,Z2,F,WIND_TUNNEL,PHEROMONE,Top,30,5/11/2017,6
68,Z2,M,WIND_TUNNEL,PHEROMONE,Bottom,11,5/11/2017,6
13,Z2,F,WIND_TUNNEL,CONTROL,Top,41,5/12/2017,7
14,Z2,M,WIND_TUNNEL,CONTROL,Top,33,5/12/2017,7
27,Z2,F,WIND_TUNNEL,OIL,Bottom,17,5/12/2017,7
28,Z2,M,WIND_TUNNEL,OIL,Bottom,47,5/12/2017,7
69,Z2,F,WIND_TUNNEL,PHEROMONE,Right,20,5/12/2017,7
70,Z2,M,WIND_TUNNEL,PHEROMONE,Bottom,36,5/12/2017,7
1,Z2,F,WIND_TUNNEL,CONTROL,Top,121,5/15/2017,8
2,Z2,M,WIND_TUNNEL,CONTROL,Bottom,79,5/15/2017,8
47,Z2,F,WIND_TUNNEL,PHEROMONE,Top,38,5/15/2017,8
48,Z2,M,WIND_TUNNEL,PHEROMONE,Top,142,5/15/2017,8
67,Z2,F,WIND_TUNNEL,OIL,Top,57,5/15/2017,8
68,Z2,M,WIND_TUNNEL,OIL,Top,58,5/15/2017,8
11,Z2,M,WIND_TUNNEL,CONTROL,Top,61,5/17/2017,9
12,Z2,F,WIND_TUNNEL,CONTROL,Top,56,5/17/2017,9
29,Z2,F,WIND_TUNNEL,OIL,Right,56,5/17/2017,9
30,Z2,M,WIND_TUNNEL,OIL,Bottom,23,5/17/2017,9
51,Z2,M,WIND_TUNNEL,PHEROMONE,Top,157,5/17/2017,9
52,Z2,F,WIND_TUNNEL,PHEROMONE,Left,24,5/17/2017,9
7,Z4,F,WIND_TUNNEL,CONTROL,Top,50,4/24/2017,1
8,Z4,M,WIND_TUNNEL,CONTROL,Top,27,4/24/2017,1
39,Z4,F,WIND_TUNNEL,PHEROMONE,Bottom,21,4/24/2017,1
40,Z4,M,WIND_TUNNEL,PHEROMONE,Top,33,4/24/2017,1
59,Z4,F,WIND_TUNNEL,OIL,Top,29,4/24/2017,1
60,Z4,M,WIND_TUNNEL,OIL,Top,21,4/24/2017,1
7,Z4,M,WIND_TUNNEL,CONTROL,Right,37,5/18/2017,10
8,Z4,F,WIND_TUNNEL,CONTROL,Top,55,5/18/2017,10
45,Z4,M,WIND_TUNNEL,OIL,Bottom,13,5/18/2017,10
46,Z4,F,WIND_TUNNEL,OIL,Top,23,5/18/2017,10
61,Z4,M,WIND_TUNNEL,PHEROMONE,Bottom,13,5/18/2017,10
62,Z4,F,WIND_TUNNEL,PHEROMONE,Top,41,5/18/2017,10
23,Z4,F,WIND_TUNNEL,CONTROL,Top,58,4/25/2017,2
24,Z4,M,WIND_TUNNEL,CONTROL,Left,54,4/25/2017,2
29,Z4,F,WIND_TUNNEL,OIL,Right,17,4/25/2017,2
30,Z4,M,WIND_TUNNEL,OIL,Top,46,4/25/2017,2
61,Z4,F,WIND_TUNNEL,PHEROMONE,Top,59,4/25/2017,2
62,Z4,M,WIND_TUNNEL,PHEROMONE,Top,44,4/25/2017,2
11,Z4,F,WIND_TUNNEL,CONTROL,Right,65,4/26/2017,3
12,Z4,M,WIND_TUNNEL,CONTROL,Top,58,4/26/2017,3
35,Z4,F,WIND_TUNNEL,PHEROMONE,Top,66,4/26/2017,3
36,Z4,M,WIND_TUNNEL,PHEROMONE,Top,51,4/26/2017,3
57,Z4,F,WIND_TUNNEL,OIL,Top,55,4/27/2017,3
58,Z4,M,WIND_TUNNEL,OIL,Bottom,22,4/27/2017,3
15,Z4,F,WIND_TUNNEL,CONTROL,Top,59,4/27/2017,4
16,Z4,M,WIND_TUNNEL,CONTROL,Right,54,4/27/2017,4
43,Z4,F,WIND_TUNNEL,PHEROMONE,Top,63,4/27/2017,4
44,Z4,M,WIND_TUNNEL,PHEROMONE,Top,48,4/27/2017,4
51,Z4,F,WIND_TUNNEL,OIL,Right,243,4/27/2017,4
52,Z4,M,WIND_TUNNEL,OIL,Top,44,4/27/2017,4
21,Z4,F,WIND_TUNNEL,CONTROL,Center,300,5/1/2017,5
22,Z4,M,WIND_TUNNEL,CONTROL,Top,79,5/1/2017,5
33,Z4,F,WIND_TUNNEL,OIL,Top,46,5/1/2017,5
34,Z4,M,WIND_TUNNEL,OIL,Right,79,5/1/2017,5
51,Z4,F,WIND_TUNNEL,PHEROMONE,Left,136,5/1/2017,5
52,Z4,M,WIND_TUNNEL,PHEROMONE,Center,300,5/1/2017,5
1,Z4,F,WIND_TUNNEL,CONTROL,Bottom,26,5/11/2017,6
2,Z4,M,WIND_TUNNEL,CONTROL,Top,36,5/11/2017,6
47,Z4,F,WIND_TUNNEL,OIL,Top,50,5/11/2017,6
48,Z4,M,WIND_TUNNEL,OIL,Top,43,5/11/2017,6
53,Z4,F,WIND_TUNNEL,PHEROMONE,Bottom,22,5/11/2017,6
54,Z4,M,WIND_TUNNEL,PHEROMONE,Right,41,5/11/2017,6
17,Z4,F,WIND_TUNNEL,CONTROL,Top,39,5/12/2017,7
18,Z4,M,WIND_TUNNEL,CONTROL,Top,35,5/12/2017,7
33,Z4,F,WIND_TUNNEL,OIL,Top,47,5/12/2017,7
34,Z4,M,WIND_TUNNEL,OIL,Top,24,5/12/2017,7
57,Z4,F,WIND_TUNNEL,PHEROMONE,Top,62,5/12/2017,7
58,Z4,M,WIND_TUNNEL,PHEROMONE,Top,40,5/12/2017,7
11,Z4,F,WIND_TUNNEL,CONTROL,Top,32,5/15/2017,8
12,Z4,M,WIND_TUNNEL,CONTROL,Top,29,5/15/2017,8
43,Z4,F,WIND_TUNNEL,PHEROMONE,Top,25,5/15/2017,8
44,Z4,M,WIND_TUNNEL,PHEROMONE,Top,58,5/15/2017,8
63,Z4,F,WIND_TUNNEL,OIL,Right,32,5/15/2017,8
64,Z4,M,WIND_TUNNEL,OIL,Top,45,5/15/2017,8
3,Z4,F,WIND_TUNNEL,CONTROL,Bottom,51,5/17/2017,9
4,Z4,M,WIND_TUNNEL,CONTROL,Bottom,54,5/17/2017,9
37,Z4,M,WIND_TUNNEL,OIL,Top,58,5/17/2017,9
38,Z4,F,WIND_TUNNEL,OIL,Top,41,5/17/2017,9
53,Z4,F,WIND_TUNNEL,PHEROMONE,Top,82,5/17/2017,9
54,Z4,M,WIND_TUNNEL,PHEROMONE,Top,154,5/17/2017,9
