Date,Group,Time,Age,Sex,Juvenile age,EA mins,FO mins,RE mins,SO mins,TR mins,Total mins,EA Div Total,FO Div Total,RE Div Total,SO Div Total,TR Div Total
07/20/2017,B,11:30:00 AM,JV,M,J1,,,,,,,0.1,0.5,0,0,0.4
07/20/2017,B,12:14:00 PM,JV,M,J1,,,,,,,0,0.333,0,0.167,0.5
07/20/2017,B,12:20:00 PM,AM,M,,,,,,,,0.429,0.286,0.143,0,0.143
07/20/2017,B,12:42:00 PM,JV,M,J1,,,,,,,0,0.2,0.6,0,0.2
07/20/2017,B,01:03:00 AM,JV,M,J1,,,,,,,0,0,0.333,0,0.667
07/20/2017,B,01:10:00 AM,AM,M,,,,,,,,0,0.111,0.333,0,0.555
07/20/2017,B,01:20:00 AM,JV,M,J1,,,,,,,0,0.8,0.2,0,0
07/22/2017,A,10:27:00 AM,AM,M,,,,,,,,0,0.333,0.444,0,0.222
07/22/2017,A,11:39:00 AM,AM,M,,,,,,,,0,0.143,0.286,0,0.571
06/15/2018,A,08:08:00 AM,AM,M,,,,,,,,0,0.444,0.111,0,0.444
06/16/2018,A,09:26:00 AM,JV,M,J1,,,,,,,0.333,0.333,0.111,0,0.333
06/19/2018,A,11:06:00 AM,JV,M,J1,,,,,,,0.429,0.286,0,0,0.286
06/20/2018,A,12:05:00 PM,AM,M,,,,,,,,0.4,0,0.4,0,0.2
06/20/2018,A,12:18:00 PM,JV,F,J1,,,,,,,0,0.429,0.143,0,0.429
06/20/2018,A,12:29:00 PM,JV,M,J1,,,,,,,0.143,0,0.286,0,0.571
06/20/2018,A,12:39:00 PM,JV,F,J1,,,,,,,0,0.2,0.2,0.2,0.4
06/23/2018,A,10:04:00 AM,JV,F,J1,,,,,,,0.1,0.1,0.5,0,0.3
06/23/2018,A,11:03:00 AM,AM,M,,,,,,,,0.167,0.167,0.167,0,0.5
06/23/2018,A,11:32:00 AM,JV,M,J1,,,,,,,0.111,0.555,0.222,0,0.111
06/23/2018,A,11:49:00 AM,JV,F,J1,,,,,,,0.8,0,0,0,0.2
06/23/2018,A,12:18:00 PM,AM,M,,,,,,,,0,0.4,0.4,0,0.2
06/23/2018,A,12:42:00 PM,JV,M,J1,,,,,,,0.8,0,0,0,0.2
06/25/2018,A,11:23:00 AM,JV,F,J1,,,,,,,0.125,0.5,0.25,0,0.125
06/25/2018,A,11:50:00 AM,AM,M,,,,,,,,0,0.2,0.4,0,0.4
06/25/2018,A,12:41:00 PM,JV,M,J1,,,,,,,0.777,0.333,0,0,0
06/25/2018,A,01:01:00 AM,AM,M,,,,,,,,0.1,0.1,0.4,0,0.4
06/25/2018,A,01:18:00 AM,JV,F,J1,,,,,,,0.111,0.555,0.111,0,0.222
06/25/2018,A,01:51:00 AM,JV,F,J1,,,,,,,0,0.4,0.2,0,0.4
06/25/2018,A,02:28:00 AM,JV,M,J1,,,,,,,0.2,0.8,0,0,0
06/25/2018,A,02:35:00 AM,JV,F,J1,,,,,,,0,0.4,0.2,0,0.4
06/26/2018,A,10:54:00 AM,AM,M,,,,,,,,0.1,0.5,0.3,0,0.1
06/26/2018,A,11:05:00 AM,JV,F,J1,,,,,,,0,0.4,0.4,0,0.2
06/26/2018,A,11:11:00 AM,JV,M,J1,,,,,,,0.375,0.25,0.375,0,0
06/26/2018,A,11:35:00 AM,JV,F,J1,,,,,,,0.2,0,0,0.2,0.6
06/26/2018,A,11:50:00 AM,JV,F,J1,,,,,,,0,1,0,0,0
06/26/2018,A,12:01:00 PM,AM,M,J1,,,,,,,0,0.4,0,0,0.6
06/26/2018,A,01:01:00 AM,AM,M,,,,,,,,0.143,0.143,0.429,0.143,0.143
06/26/2018,A,01:26:00 AM,JV,F,J1,,,,,,,0,0.833,0,0,0.167
06/29/2018,B,09:22:00 AM,AM,M,,,,,,,,0,0,0.2,0,0.8
06/29/2018,B,10:22:00 AM,AM,M,,,,,,,,0.2,0.2,0,0.2,0.4
06/29/2018,B,10:33:00 AM,AM,M,,,,,,,,0.333,0.111,0.111,0,0.444
07/05/2018,A,10:49:00 AM,AM,M,,,,,,,,0,0.8,0.2,0,0.2
07/05/2018,A,10:58:00 AM,JV,F,J1,,,,,,,0.125,0.375,0.125,0,0.375
07/05/2018,A,11:31:00 AM,JV,M,J1,,,,,,,0.2,0.6,0,0,0.2
07/05/2018,A,12:19:00 PM,JV,M,J1,,,,,,,0.1,0.6,0.1,0,0.2
07/05/2018,A,01:17:00 AM,JV,M,J1,,,,,,,0.1,0.6,0.2,0,0.1
07/06/2018,B,08:40:00 AM,AM,M,,,,,,,,0,0.1,0.1,0,0.8
07/06/2018,B,10:18:00 AM,AM,M,,,,,,,,0,0.444,0,0,0.555
07/06/2018,B,10:27:00 AM,JV,F,J1,,,,,,,0.167,0.333,0.333,0,0.167
07/06/2018,B,10:46:00 AM,JV,M,J1,,,,,,,0,0.4,0,0.6,0
07/06/2018,B,11:03:00 AM,JV,M,J1,,,,,,,0,0.4,0.2,0,0.4
07/06/2018,B,11:46:00 AM,AM,M,,,,,,,,0,0.667,0,0,0.333
07/06/2018,B,11:59:00 AM,AM,M,,,,,,,,0.286,0.429,0,0,0.286
07/06/2018,B,12:07:00 PM,JV,M,J1,,,,,,,0.222,0.444,0.111,0,0.222
07/06/2018,B,12:23:00 PM,JV,M,J1,,,,,,,0,0.167,0.167,0.333,0.333
07/10/2018,B,09:46:00 AM,AM,M,,,,,,,,0.2,0,0.2,0.2,0.4
07/10/2018,B,11:00:00 AM,AM,M,,,,,,,,0,0.167,0.5,0,0.333
07/10/2018,B,11:08:00 AM,JV,F,J1,,,,,,,0.5,0.25,0,0.125,0.125
07/10/2018,B,12:23:00 PM,JV,M,J1,,,,,,,0,0.6,0.2,0,0.2
07/10/2018,B,12:49:00 PM,JV,F,J1,,,,,,,0.1,0.5,0,0,0.4
07/10/2018,B,01:30:00 AM,JV,M,J1,,,,,,,0,0.6,0,0,0.4
07/10/2018,B,01:41:00 AM,JV,M,J1,,,,,,,0.6,0.2,0,0,0.2
07/12/2018,A,05:05:00 AM,JV,M,J1,,,,,,,0,0.833,0,0,0.167
07/13/2018,A,10:37:00 AM,AM,M,,,,,,,,0,0.8,0.2,0,0
07/13/2018,A,10:54:00 AM,JV,F,J1,,,,,,,0.5,0.167,0,0,0.333
07/13/2018,A,11:14:00 AM,JV,F,J1,,,,,,,0.143,0.286,0.286,0,0.286
07/17/2018,B,08:48:00 AM,JV,F,J1,,,,,,,0,0.4,0.2,0,0.4
07/17/2018,B,09:38:00 AM,JV,M,J1,,,,,,,0.333,0.222,0,0,0.444
07/17/2018,B,10:27:00 AM,JV,M,J1,,,,,,,0.222,0.444,0,0.111,0.222
07/17/2018,B,11:25:00 AM,AM,M,,,,,,,,0.5,0.333,0,0,0.167
07/17/2018,B,12:29:00 PM,JV,M,J1,,,,,,,0.2,0.6,0,0,0.2
07/19/2018,A,09:08:00 AM,AM,M,,,,,,,,0.2,0.2,0.2,0,0.4
07/19/2018,A,09:28:00 AM,JV,F,J1,,,,,,,0.2,0.4,0,0,0.4
07/19/2018,A,09:49:00 AM,JV,F,J1,,,,,,,0.167,0.333,0,0,0.5
07/19/2018,A,10:24:00 AM,AM,M,,,,,,,,0,0.167,0.333,0,0.5
07/19/2018,A,11:09:00 AM,AM,M,,,,,,,,0.143,0.429,0,0,0.429
07/19/2018,A,11:54:00 AM,JV,M,J1,,,,,,,0.5,0.5,0,0,0
07/19/2018,A,12:03:00 PM,JV,M,J1,,,,,,,0,0.167,0.167,0.167,0.5
07/19/2018,A,12:33:00 PM,JV,F,J1,,,,,,,0,0.667,0.333,0,0
07/19/2018,A,01:46:00 AM,AM,M,,,,,,,,0.6,0.2,0,0,0.2
06/25/2018,A,10:25:00 AM,JV,M,J2,,,,,,,0,1,0,0,0
06/25/2018,A,11:10:00 AM,AM,M,,,,,,,,0,0.4,0.2,0,0.4
06/25/2018,A,12:47:00 PM,JV,M,J2,,,,,,,0.625,0.125,0.125,0,0.125
06/25/2018,A,01:37:00 AM,JV,F,J1,,,,,,,0,0.6,0,0,0.4
06/26/2018,A,10:40:00 AM,JV,M,J2,,,,,,,0,0.86,0.14,0,0
06/26/2018,A,11:07:00 AM,AM,M,,,,,,,,0,0.4,0.4,0.2,0
06/26/2018,A,11:25:00 AM,AM,M,,,,,,,,0.17,0.33,0,0,0.5
06/26/2018,A,11:45:00 AM,JV,F,J2,,,,,,,0,0.6,0.2,0.1,0.1
06/26/2018,A,01:20:00 AM,JV,F,J1,,,,,,,0.2,0,0.2,0,0.6
06/26/2018,A,02:00:00 AM,AM,M,,,,,,,,0,0.4,0.6,0,0
06/26/2018,A,10:05:00 AM,AM,M,,,,,,,,0,0.2,0.6,0,0.2
06/28/2018,A,08:09:00 AM,AF,F,,,,,,,,0.4,0.4,0.2,0,0
06/28/2018,A,08:45:00 AM,JV,F,J2,,,,,,,0,0.4,0.2,0,0.4
06/28/2018,A,09:40:00 AM,AM,M,,,,,,,,0,0.8,0.2,0,0
06/28/2018,A,09:56:00 AM,JV,M,J2,,,,,,,0,0.4,0.2,0,0.4
06/28/2018,A,10:06:00 AM,JV,M,J1,,,,,,,0,0,0.4,0,0.6
06/28/2018,A,11:10:00 AM,JV,F,J2,,,,,,,0.14,0.43,0.29,0,0.14
06/28/2018,A,11:45:00 AM,AM,M,,,,,,,,0.4,0.2,0,0,0.4
06/28/2018,A,12:05:00 PM,JV,M,J2,,,,,,,0.2,0.6,0.2,0,0
06/29/2018,B,09:20:00 AM,JV,F,J2,,,,,,,0,0.33,0.17,0.17,0.33
07/03/2018,B,09:25:00 AM,JV,F,J2,,,,,,,0,0.5,0.33,0,0.17
07/03/2018,B,09:39:00 AM,AF,F,,,,,,,,0.14,0.29,0.57,0,0
07/03/2018,B,10:43:00 AM,JV,F,J2,,,,,,,0.4,0.2,0,0,0.4
07/03/2018,B,09:43:00 AM,JV,F,J1,,,,,,,0.5,0,0.17,0,0.33
07/05/2018,A,10:51:00 AM,AF,F,,,,,,,,0,0.14,0.43,0.14,0.29
07/05/2018,A,11:03:00 AM,JV,F,J2,,,,,,,0.2,0.2,0.2,0,0.4
07/05/2018,A,12:25:00 PM,JV,F,J2,,,,,,,0,0.67,0.33,0,0
07/05/2018,A,01:02:00 AM,JV,M,J2,,,,,,,0.2,0.4,0.2,0,0.2
07/05/2018,A,01:20:00 AM,JV,F,J1,,,,,,,0,0.5,0.17,0,0.33
07/06/2018,B,08:35:00 AM,AF,F,,,,,,,,0,0.29,0.42,0,0.29
07/06/2018,B,09:00:00 AM,AM,M,,,,,,,,0.29,0.14,0,0.14,0.43
07/06/2018,B,10:25:00 AM,AM,M,,,,,,,,0.14,0.14,0.43,0,0.29
07/06/2018,B,11:50:00 AM,AM,M,,,,,,,,0.14,0.29,0.29,0,0.29
07/06/2018,B,12:06:00 PM,AF,F,,,,,,,,0,0.43,0.29,0,0.29
07/06/2018,B,12:19:00 PM,JV,M,J2,,,,,,,0,0.8,0.2,0,0
07/09/2018,B,08:50:00 AM,JV,F,J1,,,,,,,0,0.2,0.2,0,0.6
07/09/2018,B,09:28:00 AM,AM,M,,,,,,,,0,0.2,0.4,0,0.4
07/10/2018,B,09:37:00 AM,JV,F,J2,,,,,,,0.43,0.14,0.29,0,0.14
07/10/2018,B,10:07:00 AM,JV,M,J1,,,,,,,0,0.5,0.17,0,0.33
07/10/2018,B,10:41:00 AM,AF,F,,,,,,,,0,0,0.6,0,0.4
07/13/2018,A,10:32:00 AM,JV,F,J2,,,,,,,0,0.33,0.33,0,0.33
07/16/2018,A,08:37:00 AM,AM,M,,,,,,,,0,0.33,0.33,0,0.33
07/16/2018,A,10:04:00 AM,JV,F,J1,,,,,,,0.14,0.14,0.29,0,0.43
07/16/2018,A,11:55:00 AM,AF,F,,,,,,,,0,0.4,0,0,0.6
07/16/2018,A,12:35:00 PM,JV,F,J2,,,,,,,0.33,0.67,0,0,0.33
07/17/2018,B,08:29:00 AM,JV,F,J2,,,,,,,0.14,0.43,0.29,0,0.14
07/17/2018,B,10:15:00 AM,JV,F,J1,,,,,,,0.17,0.5,0.17,0,0.17
07/17/2018,B,11:30:00 AM,JV,F,J1,,,,,,,0,0.125,0.125,0.125,0.625
07/19/2018,A,09:38:00 AM,AF,F,,,,,,,,0,0.22,0.55,0,0.22
07/19/2018,A,10:30:00 AM,AF,F,,,,,,,,0.22,0.22,0.11,0,0.44
07/19/2018,A,10:45:00 AM,JV,F,J1,,,,,,,0.4,0.2,0,0,0.4
07/19/2018,A,11:13:00 AM,JV,M,J1,,,,,,,0,0.5,0,0,0.5
07/19/2018,A,11:22:00 AM,AF,F,,,,,,,,0.67,0.33,0,0,0
07/19/2018,A,11:56:00 AM,JV,M,J1,,,,,,,0.5,0.17,0.17,0,0.17
07/19/2018,A,12:37:00 PM,JV,F,J2,,,,,,,0.17,0.33,0.17,0,0.33
07/20/2018,A,08:30:00 AM,JV,F,J1,,,,,,,0.4,0.2,0.2,0,0.2
07/20/2018,A,09:05:00 AM,AM,M,,,,,,,,0.14,0.29,0.14,0,0.43
07/20/2018,A,10:03:00 AM,JV,M,J1,,,,,,,0.57,0.14,0,0,0.29
07/20/2018,A,10:50:00 AM,JV,F,J1,,,,,,,0,0.4,0.2,0.2,0.2
07/24/2018,A,09:35:00 AM,AM,M,,,,,,,,0.17,0.17,0.17,0,0.5
07/24/2018,A,10:10:00 AM,JV,F,J1,,,,,,,0.17,0.17,0.5,0,0.17
07/24/2018,A,10:45:00 AM,JV,M,J2,,,,,,,0.14,0.43,0.29,0,0.14
07/25/2018,A,09:30:00 AM,JV,F,J1,,,,,,,0.4,0.2,0,0,0.4
07/25/2018,A,10:00:00 AM,AM,M,,,,,,,,0,0.17,0.33,0,0.5
07/25/2018,A,12:00:00 PM,JV,F,J2,,,,,,,0.5,0.125,0.125,0,0.25
07/25/2018,A,12:20:00 PM,JV,M,J2,,,,,,,0,0.67,0,0,0.33
